id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary
1793,Bierun,Dairy,0,3,6,3,Farmlands,,,,,,,,
1794,Chelm Slaski,Grain,0,1,1,1,Hills,,,,,,,,
1795,Zator,Tourists,0,1,2,1,Hills,,,,,,,,
1796,Przeciszow,Grain,0,1,1,1,Farmlands,,,,,,,,
1797,Libiaz,Iron,0,3,3,4,Farmlands,,,,,,,,
1798,Niebylec,0,0,1,1,1,Hills,,,,,,,,
1799,Radomysl Wielki,Poultry,0,2,1,2,Grasslands,,,,,,,,
1800,Jodlownik,Grain,0,1,1,1,Hills,,,,,,,,
1801,Auschwitz,Tourists,0,3,1,3,Grasslands,,,,,,,,
1802,Swiebodzin,Iron,0,4,1,5,Grasslands,,,,,,,,
1803,City of Zary,Lumber,0,5,7,6,Urban,,,,,,,,
1804,City of Darlowo,0,0,2,1,2,#N/A,,,,,,,,
1818,Joniec,Grain,0,1,1,1,Grasslands,,,,,,,,
1819,Kosow Lacki,0,0,1,1,1,Woods,,,,,,,,
1820,Latowicz,0,0,1,1,1,Grasslands,,,,,,,,
1825,Goomin-Osrodek,Grain,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
1826,Bestwina,0,0,1,1,2,Hills,,,,,,,,
1827,Chorzow,Coal,0,23,19,19,Urban,,,,,,,,
1828,Swierklany,0,0,2,1,2,Farmlands,,,,,,,,
1830,Nur,0,0,1,1,1,Grasslands,,,,,,,,
1831,CZerwionka-Leszczyny,0,0,6,3,7,Urban,,,,,,,,
1832,Wegrow,Dairy,0,2,4,2,Grasslands,,,,,,,,
1834,Pieniezno,Lumber,0,1,1,1,Forest,,,,,,,,
1835,Ilowo-Osada,Mushrooms,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
1837,Pomiechowek,0,0,1,1,1,Woods,,,,,,,,
1839,Nowe Miasto,0,0,1,1,1,Grasslands,,,,,,,,
1841,City of Malbork,Tourists,0,5,5,6,Urban,,,,,,,,
1842,Nowe Miasto Lubawskie,Poultry,0,1,1,1,Grasslands,,,,,,,,
1843,Stupsk,0,0,1,1,1,Grasslands,,,,,,,,
1845,Plosnica,Barley,0,1,1,1,Grasslands,,,,,,,,
1846,Czarnozyly,0,0,1,1,1,Farmlands,,,,,,,,
1847,Zambrow,Livestock,0,1,1,1,Farmlands,,,,,,,,
1848,Krzepice,0,0,1,1,1,Hills,,,,,,,,
1849,Glowaczow,0,0,1,1,1,Woods,,,,,,,,
1850,Przasnysz,0,0,1,1,1,Grasslands,,,,,,,,
1851,Wolin,0,0,2,1,2,Grasslands,,,,,,,,
1852,Kolaki Koscielne,Fur,0,1,1,1,Woods,,,,,,,,
1853,Lubliniec,Iron,0,4,5,4,Urban,,,,,,,,
1854,Drzewica,Lumber,0,1,1,1,Woods,,,,,,,,
1855,Rusinow,0,0,1,1,1,Woods,,,,,,,,
1856,Brzeziny,0,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
1857,Gostynin,0,0,2,1,2,Forest,,,,,,,,
1858,Swinioujscie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1859,Chelmno,Grain,0,1,1,1,Farmlands,,,,,,,,
1860,Sianow,0,0,2,1,2,Forest,,,,,,,,
1861,Bobolice,0,0,1,1,1,Forest,,,,,,,,
1862,Mysliborz,0,0,3,2,3,Farmlands,,,,,,,,
1863,Gogolin,Stone,0,2,2,2,Grasslands,,,,,,,,
1864,Suszec,Coal,0,1,1,2,Woods,,,,,,,,
1865,Ghent,0,0,1,1,1,Farmlands,,,,,,,,
1866,Gniew,0,0,2,1,2,Farmlands,,,,,,,,
1868,City of kolo,0,0,3,6,3,Farmlands,,,,,,,,
1869,Czernikowo,0,0,1,1,1,Forest,,,,,,,,
1870,Koneck,Grain,0,1,1,1,Farmlands,,,,,,,,
1871,Wielka Nieszawka,0,0,1,1,1,Forest,,,,,,,,
1872,Zlawies Wielka,0,0,2,1,2,Farmlands,,,,,,,,
1873,Raciazek,Livestock,0,1,1,1,Farmlands,,,,,,,,
1874,Kramsk,0,0,1,1,2,Grasslands,,,,,,,,
1875,Chojna,0,0,2,1,2,Woods,,,,,,,,
1876,Boniewo,Confectionery,0,1,1,1,Farmlands,,,,,,,,
1877,Rogozno,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
1878,Smetowo Graniczne,0,0,1,1,1,Farmlands,,,,,,,,
1879,Brusy,0,0,2,1,2,Forest,,,,,,,,
1880,Gasawa,0,0,1,1,1,Farmlands,,,,,,,,
1881,Klecko,0,0,1,1,1,Farmlands,,,,,,,,
1882,Brody,0,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
1883,Western Finnish Lakes,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1884,East Finnish Lakes,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1885,Central Finnish Lakes,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1886,Storavan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1887,Storsjon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1889,Lake Geneva,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1890,Lake Constance,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1891,Lake Tuz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1892,Lake Van,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1893,Lake Urmia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1894,Sevan Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1895,Lake Taihu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1896,Lake Hongze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1897,Dongting,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1898,TonlĂÂ© Sap Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1899,Tana Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1900,Lake Turkana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1901,Strzyszow,Fish,0,1,1,1,Hills,,,,,,,,
1902,Lake Poopo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1903,Lake Champlain,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1904,Lake Saint-Jean,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1905,Lake Manicouagan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1906,Lake Michikamau,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1907,Lake Bienville,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1908,Clearwater Lakes,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1909,Lake Minto,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1910,La Grande River,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1911,Lake Island,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1912,Lake Reindeer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1913,Wollaston Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1914,Great Slave Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1915,Lake Athabasca,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1916,Dubawni Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1917,Yathkyed Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1918,Kasba Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1919,Nueltin Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1920,Wholdaia Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1921,Peter Pond Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1922,Great Salt Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1923,Williston Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1925,Ryglice,Lumber,0,2,1,2,Highlands,,,,,,,,
1930,Jedlicze,Chemicals,0,2,1,2,Grasslands,,,,,,,,
1931,Dobrzyn nad Wisla,Grain,0,1,1,1,Farmlands,,,,,,,,
1933,Insko,0,0,1,1,1,Forest,,,,,,,,
1934,Recz,0,0,1,1,1,Woods,,,,,,,,
1935,City of Ilawa,Chemicals,0,5,6,6,Floodplains,,,,,,,,
1936,Brodnica,Iron,0,1,1,1,Farmlands,,,,,,,,
1937,Grodno,Mushrooms,0,3,2,3,Woods,,,,,,,,
1938,Radomin,Grain,0,1,1,1,Farmlands,,,,,,,,
1939,Ksiazki,Grain,0,1,1,1,Grasslands,,,,,,,,
1940,Tluchowo,Grain,0,1,1,1,Farmlands,,,,,,,,
1941,Swietajno,Lumber,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
1942,Goniadz,Fur,0,1,1,1,Forest,,,,,,,,
1943,City of Grajewo,Dairy,0,3,3,3,Urban,,,,,,,,
1944,Dabrowa Bialostocka,Dairy,0,1,1,1,Farmlands,,,,,,,,
1945,Lidzbark,Ceramics,0,2,1,2,Farmlands,,,,,,,,
1946,Rejowiec Fabryczny,Stone,0,1,1,1,Farmlands,,,,,,,,
1947,Miejsce Piastowe,Wine,0,2,1,2,Hills,,,,,,,,
1948,Ludwin,Apiculture,0,1,1,1,Farmlands,,,,,,,,
1949,Zmudz,Livestock,0,1,1,1,Hills,,,,,,,,
1951,Ruda Slaska,Iron,0,26,21,24,High Urban,,,,,,,,
1952,Siemianowice Slaskie,Iron,0,12,10,12,Urban,,,,,,,,
1953,Pilchowice,0,0,2,1,2,Woods,,,,,,,,
1954,Zbroslowice,0,0,2,2,3,Farmlands,,,,,,,,
1955,Augustow,Confectionery,0,1,1,1,Forest,,,,,,,,
1956,City of Ketrzyn,Cloth,0,3,4,4,Farmlands,,,,,,,,
1957,Wieliczki,Mushrooms,0,1,1,1,Woods,,,,,,,,
1958,Milki,Poultry,0,1,1,1,Marsh,,,,,,,,
1959,Korsze,Wheat,0,1,1,1,Farmlands,,,,,,,,
1960,Ploskinia,Triticale,0,1,1,1,Grasslands,,,,,,,,
1961,City of Braniewo,Beer,0,2,2,3,Farmlands,,,,,,,,
1962,Szypliszki,Lumber,0,1,1,1,Woods,,,,,,,,
1963,Rutka-Tartak,Lumber,0,1,1,1,Forest,,,,,,,,
1964,Sejny,Livestock,0,1,1,1,Farmlands,,,,,,,,
1965,Minsk Mazowiecki,0,0,2,2,3,Grasslands,,,,,,,,
1966,Jakubow,0,0,1,1,1,Grasslands,,,,,,,,
1967,Stanin,Vegetables,0,1,1,1,Farmlands,,,,,,,,
1968,Wojcieszkow,Horses,0,1,1,1,Grasslands,,,,,,,,
1969,Grodzisk,Grain,0,1,1,1,Farmlands,,,,,,,,
1970,Kleszczele,Livestock,0,1,1,1,Woods,,,,,,,,
1971,City of Dzierzoniow,Apiculture,0,4,6,5,Urban,,,,,,,,
1972,Dubeniki,Barley,0,1,1,1,Grasslands,,,,,,,,
1973,City of Bransk,Grain,0,1,1,1,Farmlands,,,,,,,,
1974,Podkowa Lesna,0,0,1,1,1,Forest,,,,,,,,
1977,MĂÂ¤laren,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1978,Glowczyce,0,0,1,1,1,Woods,,,,,,,,
1979,Leba,Tourists,0,1,1,1,#N/A,,,,,,,,
1981,Plaska,Fish,0,1,1,1,Forest,,,,,,,,
1982,Rychliki,Apiculture,0,1,1,1,Grasslands,,,,,,,,
1983,Mikolajki Pomorskie,0,0,1,1,1,Farmlands,,,,,,,,
1984,Stary Dzierzgon,0,0,1,1,1,Grasslands,,,,,,,,
1985,Stare Pole,Grain,0,1,1,1,Farmlands,,,,,,,,
1986,Laszczow,Vegetables,0,1,1,1,Farmlands,,,,,,,,
1987,Izabelin,0,0,2,1,2,Forest,,,,,,,,
1988,Legionowo,0,0,9,5,9,Urban,,,,,,,,
1989,Ozarow Mazowiecki,0,0,7,11,5,Urban,,,,,,,,
1994,Konstancin-Jeziorna,0,0,5,3,4,Grasslands,,,,,,,,
1997,Marki,0,0,7,5,8,Urban,,,,,,,,
1998,Stryszawa,Lumber,0,2,1,2,Mountain,,,,,,,,
1999,Myslenice,Lumber,0,7,7,8,Urban,,,,,,,,
2000,Qinghai Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2001,Siling Lake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2002,Piaski,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2007,Niemcy Wschod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2008,Niemcy Zachod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2009,Czechy Zachod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2024,Boguchwala,0,0,3,1,4,Hills,,,,,,,,
2025,Koszyce,Fruits,0,1,1,1,Farmlands,,,,,,,,
2026,Miaczyn,Vodka,0,1,1,1,Grasslands,,,,,,,,
2027,Pawlosiow,Triticale,0,1,1,1,Grasslands,,,,,,,,
2028,Tereszpol,Fur,0,1,1,1,Woods,,,,,,,,
2029,City of Dynow,Cattle,0,1,1,1,Grasslands,,,,,,,,
2030,Haczow,Barley,0,1,1,1,Hills,,,,,,,,
2031,Nozdrzec,Lumber,0,1,1,1,Forest,,,,,,,,
2032,Jasienica Rosielna,Lumber,0,1,1,1,Forest,,,,,,,,
2033,Brzozow,Chemicals,0,4,3,4,Hills,,,,,,,,
2034,Rejowiec,Vodka,0,1,1,1,Grasslands,,,,,,,,
2035,Hansk,Mushrooms,0,1,1,1,Marsh,,,,,,,,
2036,Debowa Kloda,Lumber,0,1,1,1,Forest,,,,,,,,
2037,Labunie,Beer,0,1,1,1,Grasslands,,,,,,,,
2043,Sandomierz,Wine,0,3,6,4,Urban,,,,,,,,
2048,Nielisz,Fish,0,1,1,1,Floodplains,,,,,,,,
2049,Sulow,Fruits,0,1,1,1,Farmlands,,,,,,,,
2050,Lukowa,Lumber,0,1,1,1,Forest,,,,,,,,
2051,Bialobrzegi,Triticale,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2052,Blazowa,0,0,1,1,2,Woods,,,,,,,,
2053,Tarnobrzeg,Sulfur,0,10,7,8,Urban,,,,,,,,
2054,Slawatycze,Grain,0,1,1,1,Farmlands,,,,,,,,
2055,Miastkow Koscielny,Livestock,0,1,1,1,Grasslands,,,,,,,,
2056,Hanna,Grain,0,1,1,1,Farmlands,,,,,,,,
2057,Koden,Apiculture,0,1,1,1,Farmlands,,,,,,,,
2058,Milanow,Fruits,0,1,1,1,Farmlands,,,,,,,,
2059,Szastarka,Livestock,0,1,1,1,Farmlands,,,,,,,,
2060,Jastkow,Beer,0,2,1,2,Grasslands,,,,,,,,
2061,Harasiuki,Mushrooms,0,1,1,1,Forest,,,,,,,,
2062,Naleczow,Tourists,0,1,1,1,Woods,,,,,,,,
2063,Krzeszow,Triticale,0,1,1,1,Grasslands,,,,,,,,
2064,Krczonow,Vodka,0,1,1,1,Woods,,,,,,,,
2065,Terespol,Vegetables,0,1,1,1,Marsh,,,,,,,,
2066,Rybczewice,Fish,0,1,1,1,Floodplains,,,,,,,,
2067,Niedzwiada,Amber,0,1,1,1,Farmlands,,,,,,,,
2068,Melgiew,Grain,0,1,1,2,Farmlands,,,,,,,,
2069,Lezajsk,Wheat,0,3,1,3,Grasslands,,,,,,,,
2072,Wolka,Hemp,0,2,1,2,Grasslands,,,,,,,,
2073,Potok Gorny,Mushrooms,0,1,1,1,Woods,,,,,,,,
2074,Urzedow,Fruits,0,1,1,1,Farmlands,,,,,,,,
2075,Miedzyrec Podlaski,Fruits,0,1,1,1,Farmlands,,,,,,,,
2076,Lesna Podlaska,Grain,0,1,1,1,Farmlands,,,,,,,,
2077,Niedrzwica Duza,Grain,0,2,1,2,Farmlands,,,,,,,,
2078,Godziszow,Horses,0,1,1,1,Grasslands,,,,,,,,
2079,Dzwola,Lumber,0,1,1,1,Forest,,,,,,,,
2080,Skierbieszow,Lumber,0,1,1,1,Woods,,,,,,,,
2082,Rudnik,Vegetables,0,1,1,1,Farmlands,,,,,,,,
2083,Chelm,Beer,0,2,1,2,Marsh,,,,,,,,
2084,Lopiennik Gorny,Grain,0,1,1,1,Farmlands,,,,,,,,
2085,Susiec,Lumber,0,1,1,1,Forest,,,,,,,,
2086,Wysokie,Fruits,0,1,1,1,Farmlands,,,,,,,,
2087,Strzyzewice,Apiculture,0,1,1,1,Farmlands,,,,,,,,
2088,Lubartow,Ceramics,0,1,1,2,Farmlands,,,,,,,,
2089,Leczna,Coal,0,3,3,4,Farmlands,,,,,,,,
2090,Sawin,Lumber,0,1,1,1,Woods,,,,,,,,
2092,Kanczuga,Metalworking,0,1,1,2,Farmlands,,,,,,,,
2093,Wisznice,Livestock,0,1,1,1,Grasslands,,,,,,,,
2094,Krasne,Apiculture,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
2095,Zelechow,Fur,0,1,1,1,Grasslands,,,,,,,,
2097,Zolynia,Metalworking,0,1,1,1,Hills,,,,,,,,
2099,Wojslawice,Fruits,0,1,1,1,Hills,,,,,,,,
2100,Grabowiec,Fruits,0,1,1,1,Farmlands,,,,,,,,
2101,Laszki,Barley,0,1,1,1,Grasslands,,,,,,,,
2102,City of Mazowieckie,Dairy,0,1,2,1,Farmlands,,,,,,,,
2103,Goworowo,0,0,1,1,1,Woods,,,,,,,,
2104,Dlugosiodlo,0,0,1,1,1,Woods,,,,,,,,
2105,Rzasnik,0,0,1,1,1,Woods,,,,,,,,
2106,Dzierzaznia,0,0,1,1,1,Farmlands,,,,,,,,
2108,Karniewo,0,0,1,1,1,Farmlands,,,,,,,,
2118,Jablonna Lacka,0,0,1,1,1,Grasslands,,,,,,,,
2119,Knyszyn,Lumber,0,1,1,1,Forest,,,,,,,,
2120,Wierzbno,Grain,0,1,1,1,Grasslands,,,,,,,,
2121,Luko,Livestock,0,3,2,3,Farmlands,,,,,,,,
2122,Chyzew,Grain,0,1,1,1,Farmlands,,,,,,,,
2124,City of Lukow,Livestock,0,4,6,5,Grasslands,,,,,,,,
2125,Liw,0,0,1,1,1,Grasslands,,,,,,,,
2126,Zielonka,0,0,3,2,3,Forest,,,,,,,,
2127,Radzyn Podlaski,Dairy,0,1,1,1,Marsh,,,,,,,,
2128,Wilga,Fruits,0,1,1,1,Forest,,,,,,,,
2129,Garwolin,Lumber,0,2,1,2,Grasslands,,,,,,,,
2154,Sochocin,0,0,1,1,1,Grasslands,,,,,,,,
2155,Brok,0,0,1,1,1,Forest,,,,,,,,
2185,Wyszkow,0,0,6,8,7,Urban,,,,,,,,
2189,Pniewy,0,0,2,2,2,Farmlands,,,,,,,,
2192,Bels Duzy,0,0,1,2,1,Farmlands,,,,,,,,
2195,Stormiec,0,0,1,1,1,Woods,,,,,,,,
2196,Opatowek,0,0,1,1,2,Farmlands,,,,,,,,
2197,Magnuszew,0,0,1,1,1,Grasslands,,,,,,,,
2198,Wola Myslowska,Apiculture,0,1,1,1,Grasslands,,,,,,,,
2199,Nowodwor,Fruits,0,1,1,1,Farmlands,,,,,,,,
2200,Sarnaki,0,0,1,1,1,Forest,,,,,,,,
2201,Laskarzew,Cloth,0,1,1,1,Grasslands,,,,,,,,
2202,Tulszikow,0,0,1,1,1,Woods,,,,,,,,
2203,Widawa,Cloth,0,1,1,1,Grasslands,,,,,,,,
2204,Szczercow,Coal,0,2,1,1,Farmlands,,,,,,,,
2205,Brudzew,0,0,1,1,1,Grasslands,,,,,,,,
2206,Swinice Warckie,Livestock,0,1,1,1,Grasslands,,,,,,,,
2207,Blaszki,Vegetables,0,2,1,2,Farmlands,,,,,,,,
2208,Baranow,0,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
2209,Sedziejowice,Livestock,0,1,1,1,Grasslands,,,,,,,,
2210,Zapolice,0,0,1,1,1,Grasslands,,,,,,,,
2211,Braszewice,0,0,1,1,1,Woods,,,,,,,,
2212,Brzezno,0,0,1,1,1,Grasslands,,,,,,,,
2213,Bolimow,Fish,0,1,1,1,Grasslands,,,,,,,,
2214,Zdunska Wola,0,0,1,1,2,Grasslands,,,,,,,,
2215,Zloczew,0,0,1,1,1,Grasslands,,,,,,,,
2216,Nieborow,Tourists,0,1,1,1,Grasslands,,,,,,,,
2217,Strzelce,Livestock,0,1,1,1,Farmlands,,,,,,,,
2218,Sanniki,0,0,1,1,1,Farmlands,,,,,,,,
2219,Zychlin,Copper,0,1,1,2,Farmlands,,,,,,,,
2220,Ujazd,0,0,1,1,1,Farmlands,,,,,,,,
2221,Czerniewice,0,0,1,1,1,Woods,,,,,,,,
2222,Chasno,Grain,0,1,1,1,Farmlands,,,,,,,,
2223,Pacyna,0,0,1,1,1,Farmlands,,,,,,,,
2224,Nowy Kaweczyn,Grain,0,1,1,1,Farmlands,,,,,,,,
2225,Nowe Miasto nad Pilnica,0,0,1,1,1,Farmlands,,,,,,,,
2226,Mogielnica,0,0,1,1,1,Farmlands,,,,,,,,
2227,Ulan-Majorat,Fruits,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2228,Puszcza Marianska,0,0,1,1,1,Woods,,,,,,,,
2230,Mszczonow,0,0,2,3,2,Farmlands,,,,,,,,
2231,Czemierniki,Amber,0,1,1,1,Hills,,,,,,,,
2232,Zelechlinek,0,0,1,1,1,Farmlands,,,,,,,,
2233,City of Rawa Mazowiecka,0,0,2,4,3,Farmlands,,,,,,,,
2234,Slubice,0,0,#N/A,#N/A,#N/A,Woods,,,,,,,,
2235,Makow,Livestock,0,1,1,1,Grasslands,,,,,,,,
2236,Drohiczyn,Tourists,0,1,1,1,Floodplains,,,,,,,,
2237,Gorzkowice,0,0,1,1,1,Grasslands,,,,,,,,
2238,Gorno,0,0,2,1,2,Hills,,,,,,,,
2239,Popow,0,0,1,1,1,Woods,,,,,,,,
2240,Miedziana Gora,0,0,1,1,2,Forest,,,,,,,,
2241,Konopiska,Hemp,0,1,1,2,Woods,,,,,,,,
2242,Blachowina,0,0,1,1,2,Forest,,,,,,,,
2243,Zagansk,0,0,1,1,2,Forest,,,,,,,,
2244,Maslow,0,0,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2245,Nowiny,0,0,1,2,1,Woods,,,,,,,,
2246,Kleszczow,Coal,0,7,10,1,Farmlands,,,,,,,,
2247,Gomunice,0,0,1,1,1,Woods,,,,,,,,
2248,Paradyz,Ceramics,0,1,1,1,Grasslands,,,,,,,,
2249,Morawica,0,0,3,2,3,Hills,,,,,,,,
2250,Lopuszno,0,0,1,1,1,Forest,,,,,,,,
2251,Kamielski,0,0,1,1,1,Woods,,,,,,,,
2252,Maslowice,0,0,1,1,1,Grasslands,,,,,,,,
2253,Zarnow,Grain,0,1,1,1,Grasslands,,,,,,,,
2254,Miedzzno,Grain,0,1,1,1,Forest,,,,,,,,
2255,Klobuck,0,0,2,3,3,Hills,,,,,,,,
2256,Ladzice,0,0,1,1,1,Grasslands,,,,,,,,
2257,Olsztyn,Lumber,0,41,45,31,Hills,,,,,,,,
2258,Niegowa,0,0,1,1,1,Hills,,,,,,,,
2259,Gowarczow,0,0,1,1,1,Forest,,,,,,,,
2260,Sulmierzyce,Stone,0,1,1,1,Grasslands,,,,,,,,
2261,Bialaczow,Livestock,0,1,1,1,Forest,,,,,,,,
2262,Reczno,0,0,1,1,1,Woods,,,,,,,,
2263,Boronow,0,0,1,1,1,Forest,,,,,,,,
2264,Mniow,0,0,1,1,1,Hills,,,,,,,,
2265,Ruda Malenicka,0,0,1,1,1,Forest,,,,,,,,
2266,Aleksandrow,0,0,#N/A,#N/A,#N/A,Woods,,,,,,,,
2267,Nowa Brzeznica,Stone,0,1,1,1,Forest,,,,,,,,
2268,Konskie,0,0,5,6,6,Urban,,,,,,,,
2269,Redziny,0,0,1,1,1,Farmlands,,,,,,,,
2270,Mierzecie,0,0,1,1,1,Hills,,,,,,,,
2271,Mykanow,0,0,2,1,2,Hills,,,,,,,,
2272,Poczesna,0,0,2,2,2,Hills,,,,,,,,
2273,Kamienica Polska,0,0,1,1,1,Forest,,,,,,,,
2274,Kije,0,0,1,1,1,Hills,,,,,,,,
2275,Lagow,0,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
2276,Kroczyce,0,0,1,1,1,Woods,,,,,,,,
2277,Imielno,Vodka,0,1,1,1,Farmlands,,,,,,,,
2278,Poraj,0,0,1,2,2,Woods,,,,,,,,
2279,Ogrodzieniec,0,0,1,1,1,Forest,,,,,,,,
2280,Lelow,0,0,1,1,1,Hills,,,,,,,,
2281,Irzadze,0,0,1,1,1,Hills,,,,,,,,
2282,Pilica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2283,Szczekociny,0,0,1,1,1,Hills,,,,,,,,
2284,Radkow,0,0,#N/A,#N/A,#N/A,Woods,,,,,,,,
2285,Oksa,Tourists,0,1,1,1,Grasslands,,,,,,,,
2286,Sedziwszow,Naval supplies,0,1,1,2,Hills,,,,,,,,
2287,Zarnowiec,0,0,1,1,1,Hills,,,,,,,,
2288,Sobkow,Stone,0,1,1,1,Marsh,,,,,,,,
2289,Korzena,Livestock,0,3,1,2,Hills,,,,,,,,
2290,Malogoszcz,Stone,0,1,1,2,Hills,,,,,,,,
2291,Przyrow,0,0,1,1,1,Hills,,,,,,,,
2292,Kruszyna,0,0,1,1,1,Forest,,,,,,,,
2293,Dabrowa Zielona,0,0,1,1,1,Woods,,,,,,,,
2294,Lipnica Murowana,Livestock,0,1,1,1,Hills,,,,,,,,
2295,Gidle,0,0,1,1,1,Woods,,,,,,,,
2296,Trzcinica,0,0,1,1,1,Farmlands,,,,,,,,
2297,Wolczyn,Stone,0,1,1,2,Woods,,,,,,,,
2298,Gorzow Slaski,Livestock,0,1,1,1,Grasslands,,,,,,,,
2299,Lipie,0,0,1,1,1,Woods,,,,,,,,
2300,Sokolniki,0,0,1,1,1,Woods,,,,,,,,
2301,Kayseri,0,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
2302,Wierzchlas,0,0,1,1,1,Woods,,,,,,,,
2303,Sieroszewice,0,0,1,1,1,Woods,,,,,,,,
2304,Ostrolwek,0,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
2305,Grabow nad Prosna,0,0,1,1,1,Grasslands,,,,,,,,
2306,Stawiszyn,0,0,1,1,1,Farmlands,,,,,,,,
2307,Kaweczyn,0,0,1,1,1,Grasslands,,,,,,,,
2308,Godziesze Wielkie,0,0,1,1,1,Grasslands,,,,,,,,
2309,Dobra,0,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
2310,Dabie,0,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
2311,Piatek,Vegetables,0,1,1,1,Grasslands,,,,,,,,
2312,Witonia,Apiculture,0,1,1,1,Farmlands,,,,,,,,
2313,Odrzywol,0,0,1,1,1,Woods,,,,,,,,
2314,Goszczanow,0,0,1,1,1,Farmlands,,,,,,,,
